,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
1046,business-development,https://www.edx.org/learn/business-development,Digital Strategy and Action,https://www.edx.org/course/digital-strategy-and-action
1047,business-development,https://www.edx.org/learn/business-development,Mergers & Acquisitions (M&A),https://www.edx.org/professional-certificate/nyif-mergers-and-acquisitions
1048,business-development,https://www.edx.org/learn/business-development,Thinking & Acting like an Entrepreneur,https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2
1049,business-development,https://www.edx.org/learn/business-development,Managing Disruptive Change,https://www.edx.org/course/managing-disruptive-change-2
1050,business-development,https://www.edx.org/learn/business-development,Strategic Management: From Intuition to Insight,https://www.edx.org/course/strategic-management-from-intuition-to-insight
1051,business-development,https://www.edx.org/learn/business-development,Strategic Management: From Insight to Decision,https://www.edx.org/course/strategic-management-from-insight-to-decision-2
1052,business-development,https://www.edx.org/learn/business-development,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,https://www.edx.org/professional-certificate/humorx-remotely-humorous
1053,business-development,https://www.edx.org/learn/business-development,Digital Leadership,https://www.edx.org/micromasters/bux-digital-leadership
1054,business-development,https://www.edx.org/learn/business-development,Business and Operations for a Circular Bio-Economy,https://www.edx.org/micromasters/wageningenx-business-and-operations-for-a-circular-bio-economy
1055,business-development,https://www.edx.org/learn/business-development,Business Negotiations,https://www.edx.org/professional-certificate/iux-business-negotiations
1056,business-development,https://www.edx.org/learn/business-development,Relationship Marketing Strategy for Financial Services,https://www.edx.org/course/relationship-marketing-strategy-for-financial-services
1057,business-development,https://www.edx.org/learn/business-development,Launching New Ventures,https://www.edx.org/course/launching-new-ventures
1058,business-development,https://www.edx.org/learn/business-development,Introduction to Business Architecture,https://www.edx.org/course/introduction-to-business-architecture
1059,business-development,https://www.edx.org/learn/business-development,Leadership in the family business,https://www.edx.org/course/leadership-in-the-family-business
1060,business-development,https://www.edx.org/learn/business-development,Design and innovation of business model,https://www.edx.org/course/design-and-innovation-of-business-model
1061,business-development,https://www.edx.org/learn/business-development,Corporate Entrepreneurship,https://www.edx.org/course/corporate-entrepreneurship-2
1062,business-development,https://www.edx.org/learn/business-development,Business Models for Technology Innovators,https://www.edx.org/course/business-models-for-technology-innovators
1063,business-law,/learn/business-law,,
1064,business-management,/learn/business-management,,
1065,business-model,https://www.edx.org/learn/business-model,Creating Innovative Business Models,https://www.edx.org/course/creating-innovative-business-models
1066,business-model,https://www.edx.org/learn/business-model,Business Model Implementation,https://www.edx.org/course/business-model-implementation
1067,business-model,https://www.edx.org/learn/business-model,Business Model Testing,https://www.edx.org/course/business-model-testing
1068,business-model,https://www.edx.org/learn/business-model,How to Design a Successful Business Model,https://www.edx.org/course/how-to-design-a-successful-business-model
1069,business-model,https://www.edx.org/learn/business-model,The Value of Business Models,https://www.edx.org/course/the-value-of-business-models
1070,business-model,https://www.edx.org/learn/business-model,Business Model Innovation,https://www.edx.org/professional-certificate/delftx-business-model-innovation
1071,business-model,https://www.edx.org/learn/business-model,Innovation and Entrepreneurship,https://www.edx.org/professional-certificate/usmx-innovation-and-entrepreneurship
1072,business-model,https://www.edx.org/learn/business-model,Digital Leadership,https://www.edx.org/micromasters/bux-digital-leadership
1073,business-model,https://www.edx.org/learn/business-model,Innovation: From Plan to Product,https://www.edx.org/course/innovation-from-plan-to-product
1074,business-model,https://www.edx.org/learn/business-model,e-Learning course on Innovative Business Models for Expanding Fiber-Optic Networks and Closing the Access Gaps,https://www.edx.org/course/e-learning-course-on-innovative-business-models-for-expanding-fiber-optic-networks-and-closing-the-access-gaps
1075,business-model,https://www.edx.org/learn/business-model,Electric Cars: Business,https://www.edx.org/course/electric-cars-business
1076,business-model,https://www.edx.org/learn/business-model,Entrepreneurship 103: Show Me The Money,https://www.edx.org/course/entrepreneurship-103-show-me-the-money
1077,business-model,https://www.edx.org/learn/business-model,Remote Work Revolution for Everyone,https://www.edx.org/course/remote-work
1078,business-model,https://www.edx.org/learn/business-model,Sustainable Business Models: Guidance for Future Farmers,https://www.edx.org/course/sustainable-business-models-guidance-for-future-farmers
1079,business-model,https://www.edx.org/learn/business-model,Business Models for Technology Innovators,https://www.edx.org/course/business-models-for-technology-innovators
1080,business-plan,/learn/business-plan,,
1081,business-skills,https://www.edx.org/learn/business-skills,Business Fundamentals,https://www.edx.org/professional-certificate/ubcx-professional-certificate-business-fundamentals
1082,business-skills,https://www.edx.org/learn/business-skills,Digital Marketing Fundamentals,https://www.edx.org/professional-certificate/edinburghx-digital-marketing-fundamentals
1083,business-skills,https://www.edx.org/learn/business-skills,Business and Professional Communication for Success,https://www.edx.org/microbachelors/doanex-business-and-professional-communication-for-success
1084,business-skills,https://www.edx.org/learn/business-skills,Business Negotiations,https://www.edx.org/professional-certificate/iux-business-negotiations
1085,business-skills,https://www.edx.org/learn/business-skills,Unlocking Your Employability,https://www.edx.org/course/unlocking-your-employability
1086,business-skills,https://www.edx.org/learn/business-skills,Business and Technology,https://www.edx.org/course/business-and-technology
1087,business-skills,https://www.edx.org/learn/business-skills,Introduction to the Music Business,https://www.edx.org/course/berkleex-introduction-to-the-music-business
1088,business-skills,https://www.edx.org/learn/business-skills,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,https://www.edx.org/professional-certificate/humorx-remotely-humorous
1089,business-skills,https://www.edx.org/learn/business-skills,Business Principles and Entrepreneurial Thought,https://www.edx.org/xseries/business-principles-entrepreneurial-thought
1090,business-skills,https://www.edx.org/learn/business-skills,Business and Data Analysis Skills,https://www.edx.org/course/business-and-data-analysis-skills-2
1091,business-skills,https://www.edx.org/learn/business-skills,PreMBA Essentials for Professionals,https://www.edx.org/professional-certificate/imperialbusinessx-pre-mba-essentials-for-professionals
1092,business-skills,https://www.edx.org/learn/business-skills,5G Strategy for Business Leaders,https://www.edx.org/professional-certificate/linuxfoundationx-5g-strategy-for-business-leaders
1093,business-skills,https://www.edx.org/learn/business-skills,Academic and Business Writing,https://www.edx.org/course/academic-and-business-writing
1094,business-skills,https://www.edx.org/learn/business-skills,Successful Negotiation: Essential Strategies and Skills,https://www.edx.org/course/successful-negotiation-essential-strategies-and-skills
1095,business-skills,https://www.edx.org/learn/business-skills,Business Communications,https://www.edx.org/course/business-communications
1096,business-skills,https://www.edx.org/learn/business-skills,Teamwork & Collaboration,https://www.edx.org/course/teamwork-collaboration-3
1097,business-skills,https://www.edx.org/learn/business-skills,Management - Becoming an Effective Leader,https://www.edx.org/course/management-becoming-an-effective-leader
1098,business-skills,https://www.edx.org/learn/business-skills,Enterprise Selling,https://www.edx.org/course/enterprise-selling
1099,business-skills,https://www.edx.org/learn/business-skills,Introduction to Data Analytics for Managers,https://www.edx.org/course/introduction-to-data-analytics-for-managers
1100,business-skills,https://www.edx.org/learn/business-skills,Marketing Essentials,https://www.edx.org/microbachelors/doanex-marketing-essentials
1101,business-skills,https://www.edx.org/learn/business-skills,People Management,https://www.edx.org/course/people-management
1102,business-skills,https://www.edx.org/learn/business-skills,Accounting Essentials,https://www.edx.org/course/accounting-essentials
1103,business-skills,https://www.edx.org/learn/business-skills,The Entrepreneurial Mindset,https://www.edx.org/course/the-entrepreneurial-mindset
1104,business-skills,https://www.edx.org/learn/business-skills,Effective Communication for Today's Leader,https://www.edx.org/course/effective-communication-for-todays-leader
1105,business-skills,https://www.edx.org/learn/business-skills,Conducting an Informational Interview,https://www.edx.org/course/conducting-an-informational-interview
1106,business-skills,https://www.edx.org/learn/business-skills,Thinking & Acting like an Entrepreneur,https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2
1107,business-skills,https://www.edx.org/learn/business-skills,Product Management Fundamentals,https://www.edx.org/course/product-management-fundamentals
1108,business-skills,https://www.edx.org/learn/business-skills,Finance for Everyone: Smart Tools for Decision-Making,https://www.edx.org/course/finance-for-everyone-smart-tools-for-decision-ma-2
1109,business-skills,https://www.edx.org/learn/business-skills,Data Analytics Basics for Everyone,https://www.edx.org/course/data-analytics-for-everyone
1110,business-skills,https://www.edx.org/learn/business-skills,Humanities & Soft Skills,https://www.edx.org/micromasters/tecdemonterreyx-humanities-and-soft-skills
1111,business-skills,https://www.edx.org/learn/business-skills,Communication Skills,https://www.edx.org/professional-certificate/ritx-communication-skills
1112,business-skills,https://www.edx.org/learn/business-skills,Essential Technologies for Business,https://www.edx.org/professional-certificate/ibm-essential-technologies-for-business
1113,business-skills,https://www.edx.org/learn/business-skills,Excel for Everyone,https://www.edx.org/professional-certificate/ubcx-excel-for-everyone
1114,business-skills,https://www.edx.org/learn/business-skills,The Postdoc Academy: Building Skills for a Successful Career,https://www.edx.org/course/the-postdoc-academy-building-skills-for-a-successful-career
1115,business-skills,https://www.edx.org/learn/business-skills,Effective Decision Making: Dealing with Business Complexity,https://www.edx.org/course/effective-decision-making-dealing-with-business-co
1116,business-skills,https://www.edx.org/learn/business-skills,Dealing with Power and Dynamics: Discover Your Leadership Style and Influence Stakeholders,https://www.edx.org/course/influencing-stakeholders-discover-your-leadershi-2
1117,business-skills,https://www.edx.org/learn/business-skills,Framing Your Communication to Inspire and Convince,https://www.edx.org/course/communicating-effectively-how-to-inspire-and-con-2
1118,business-skills,https://www.edx.org/learn/business-skills,The Language of Leaders: Learn to Write with Confidence,https://www.edx.org/course/the-language-of-leaders-learn-to-write-with-confidence
1119,business-skills,https://www.edx.org/learn/business-skills,Business Models for Technology Innovators,https://www.edx.org/course/business-models-for-technology-innovators
1120,business-strategy,/learn/business-strategy,,
1121,career-development,https://www.edx.org/learn/career-development,Designing Your Career,https://www.edx.org/course/designing-your-career
1122,career-development,https://www.edx.org/learn/career-development,Find Your Calling: Career Transition Principles for Returning Veterans,https://www.edx.org/course/find-your-calling-career-transition-principles-for
1123,career-development,https://www.edx.org/learn/career-development,The Postdoc Academy: Building Skills for a Successful Career,https://www.edx.org/course/the-postdoc-academy-building-skills-for-a-successful-career
1124,career-development,https://www.edx.org/learn/career-development,Building Your Career in Music: Developing a Brand and Funding,https://www.edx.org/course/building-your-career-in-music-developing-a-brand-and-funding
1125,career-development,https://www.edx.org/learn/career-development,Finding Your Cybersecurity Career Path,https://www.edx.org/course/finding-your-cybersecurity-career-path
1126,change-management,/learn/change-management,,
1127,communications,/learn/communications,,
1128,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Business Strategy from Wharton: Competitive Advantage,https://www.edx.org/course/business-strategy-from-wharton-competitive-advan-2
1129,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Strategic Management,https://www.edx.org/professional-certificate/wharton-strategic-management
1130,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Digital Leadership,https://www.edx.org/micromasters/bux-digital-leadership
1131,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Digital Strategy and Action,https://www.edx.org/course/digital-strategy-and-action
1132,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Business Management,https://www.edx.org/micromasters/iimbx-business-management
1133,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Brand and Marketing Research Strategy,https://www.edx.org/professional-certificate/iimbx-brand-and-marketing-research-strategy
1134,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Entrepreneurial Mindset and Leadership,https://www.edx.org/professional-certificate/babsonx-entrepreneurial-mindset-and-leadership
1135,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Business Fundamentals,https://www.edx.org/professional-certificate/ubcx-professional-certificate-business-fundamentals
1136,competitive-strategy,https://www.edx.org/learn/competitive-strategy,Market Segmentation Analysis,https://www.edx.org/course/market-segmentation-analysis
1137,content-marketing,/learn/content-marketing,,
1138,corporate-culture,https://www.edx.org/learn/corporate-culture,Inclusive Leadership,https://www.edx.org/professional-certificate/catalystx-inclusive-leadership
1139,corporate-culture,https://www.edx.org/learn/corporate-culture,Business Leadership,https://www.edx.org/micromasters/uqx-business-leadership
1140,corporate-culture,https://www.edx.org/learn/corporate-culture,Japanese Business Management,https://www.edx.org/course/japanese-business-management
1141,corporate-culture,https://www.edx.org/learn/corporate-culture,Global Business Leadership and Management,https://www.edx.org/micromasters/thunderbirdx-global-business-leadership-and-management
1142,corporate-culture,https://www.edx.org/learn/corporate-culture,Best Practices for Project Management Success,https://www.edx.org/course/best-practices-for-project-management-success
1143,corporate-culture,https://www.edx.org/learn/corporate-culture,Corporate Innovation,https://www.edx.org/micromasters/uqx-corporate-innovation
1144,corporate-culture,https://www.edx.org/learn/corporate-culture,Ethical Decision-Making for Global Managers,https://www.edx.org/professional-certificate/georgetownx-ethical-decision-making-for-global-managers
1145,corporate-culture,https://www.edx.org/learn/corporate-culture,Leveraging strategies to address global communication challenges,https://www.edx.org/course/grappling-with-global-communication-challenges
1146,counseling,/learn/counseling,,
1147,critical-thinking-skills,/learn/critical-thinking-skills,,
1148,customer-insights,https://www.edx.org/learn/customer-insights,Transforming Your Company’s Data Analytics: Championing the Digital Enterprise,https://www.edx.org/professional-certificate/usmx-championing-the-digital-enterprise
1149,customer-insights,https://www.edx.org/learn/customer-insights,Customer-Centric Innovation,https://www.edx.org/course/customer-centric-innovation
1150,customer-insights,https://www.edx.org/learn/customer-insights,Online Advertising & Social Media,https://www.edx.org/course/online-advertising-social-media
1151,customer-insights,https://www.edx.org/learn/customer-insights,Digital Customer Analytics,https://www.edx.org/course/managing-customer-relationships-in-the-digital-environment
1152,customer-insights,https://www.edx.org/learn/customer-insights,Digital Marketing Analytics: Tools and Techniques,https://www.edx.org/course/digital-marketing-analytics-tools-and-techniques
1153,customer-insights,https://www.edx.org/learn/customer-insights,Entrepreneurship 102: What can you do for your customer?,https://www.edx.org/course/entrepreneurship-102-what-can-you-do-for-your-cust
1154,customer-relationship-management,/learn/customer-relationship-management,,
1155,decision-making,https://www.edx.org/learn/decision-making,Financial Decision-Making for Leaders,https://www.edx.org/professional-certificate/babsonx-financial-decision-making-for-leaders
1156,decision-making,https://www.edx.org/learn/decision-making,Reliability and Decision Making in Engineering Design,https://www.edx.org/micromasters/purduex-reliability-and-decision-making-in-engineering-design
1157,decision-making,https://www.edx.org/learn/decision-making,Data Analysis for Decision-Making,https://www.edx.org/professional-certificate/ritx-data-analysis-for-decision-making
1158,decision-making,https://www.edx.org/learn/decision-making,Ethical Decision-Making for Global Managers,https://www.edx.org/professional-certificate/georgetownx-ethical-decision-making-for-global-managers
1159,decision-making,https://www.edx.org/learn/decision-making,Critical thinking: reasoned decision making,https://www.edx.org/course/critical-thinking-reasoned-decision-making
1160,decision-making,https://www.edx.org/learn/decision-making,Decision-Making for Autonomous Systems,https://www.edx.org/course/decision-making-for-autonomous-systems
1161,decision-making,https://www.edx.org/learn/decision-making,Foundations of Ethical Decision-Making: Government and Political Issues,https://www.edx.org/course/ethical-analysis-of-government-and-political-issues
1162,decision-making,https://www.edx.org/learn/decision-making,Ethical Decision-Making: Cultural and Environmental Impact,https://www.edx.org/course/ethical-decision-making-cultural-and-environmental-impact
1163,decision-making,https://www.edx.org/learn/decision-making,Ethical Decision-Making: Labor and Production Dilemmas,https://www.edx.org/course/ethical-decision-making-labor-and-production-dilemmas
1164,decision-making,https://www.edx.org/learn/decision-making,Finance for Everyone: Smart Tools for Decision-Making,https://www.edx.org/course/finance-for-everyone-smart-tools-for-decision-ma-2
1165,decision-making,https://www.edx.org/learn/decision-making,Accounting for Decision-Making,https://www.edx.org/course/accounting-for-decision-making
1166,decision-making,https://www.edx.org/learn/decision-making,Analytics for Decision Making,https://www.edx.org/course/analytics-for-decision-making
1167,decision-making,https://www.edx.org/learn/decision-making,Financial Analysis for Decision Making,https://www.edx.org/course/financial-analysis-for-decision-making
1168,decision-making,https://www.edx.org/learn/decision-making,Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,https://www.edx.org/course/decision-making-under-uncertainty-introduction-to
1169,decision-making,https://www.edx.org/learn/decision-making,Supply Chain Management: A Decision-Making Framework,https://www.edx.org/course/supply-chain-management-a-decision-making-framewor
1170,decision-making,https://www.edx.org/learn/decision-making,Making Evidence-Based Strategic Decisions,https://www.edx.org/course/making-evidence-based-strategic-decisions
1171,decision-making,https://www.edx.org/learn/decision-making,Unconscious Bias: From Awareness to Action,https://www.edx.org/course/unconscious-bias-from-awareness-to-action-2
1172,decision-making,https://www.edx.org/learn/decision-making,Agile Leadership Principles and Practices,https://www.edx.org/course/agile-leadership-principles-2
1173,decision-making,https://www.edx.org/learn/decision-making,Leading the Organization,https://www.edx.org/course/leading-the-organization
1174,decision-making,https://www.edx.org/learn/decision-making,Leading in a Complex Environment,https://www.edx.org/course/leading-in-a-complex-environment
1175,decision-making,https://www.edx.org/learn/decision-making,Management - Becoming an Effective Leader,https://www.edx.org/course/management-becoming-an-effective-leader
1176,decision-making,https://www.edx.org/learn/decision-making,Leadership Essentials,https://www.edx.org/professional-certificate/ritx-leadership-essentials
1177,decision-making,https://www.edx.org/learn/decision-making,Data Science for Executives,https://www.edx.org/professional-certificate/columbiax-data-science-for-executives
1178,decision-making,https://www.edx.org/learn/decision-making,Re-Imagining Leadership,https://www.edx.org/professional-certificate/usmx-re-imagining-leadership
1179,decision-making,https://www.edx.org/learn/decision-making,Results-Based Project Management,https://www.edx.org/professional-certificate/idbx-results-based-project-management
1180,decision-making,https://www.edx.org/learn/decision-making,Effective Decision Making: Dealing with Business Complexity,https://www.edx.org/course/effective-decision-making-dealing-with-business-co
1181,digital-leadership,https://www.edx.org/learn/digital-leadership,Becoming an Effective Leader,https://www.edx.org/course/becoming-an-effective-leader
1182,digital-marketing,/learn/digital-marketing,,
1183,ecommerce,https://www.edx.org/learn/ecommerce,Online Marketing Strategies,https://www.edx.org/course/online-marketing-strategies
1184,ecommerce,https://www.edx.org/learn/ecommerce,Marketing in a Digital World,https://www.edx.org/micromasters/curtinx-marketing-in-a-digital-world
1185,ecommerce,https://www.edx.org/learn/ecommerce,Digital Product Management,https://www.edx.org/micromasters/bux-digital-product-management
1186,ecommerce,https://www.edx.org/learn/ecommerce,Marketing Fundamentals: Who Is Your Customer?,https://www.edx.org/course/marketing-fundamentals-who-is-your-customer
1187,ecommerce,https://www.edx.org/learn/ecommerce,Retail and Omnichannel Management,https://www.edx.org/professional-certificate/dartmouthx-retail-and-omnichannel-management
1188,ecommerce,https://www.edx.org/learn/ecommerce,Marketing Analytics,https://www.edx.org/micromasters/berkeleyx-marketing-analytics
1189,ecommerce,https://www.edx.org/learn/ecommerce,Digital Commerce Reinventing Business Models,https://www.edx.org/course/digital-commerce-reinventing-business-models
1190,ecommerce,https://www.edx.org/learn/ecommerce,Power Searching with Google,https://www.edx.org/xseries/google-power-searching-with-google
1191,ecommerce,https://www.edx.org/learn/ecommerce,Introduction to FinTech,https://www.edx.org/course/introduction-to-fintech
1192,ecommerce,https://www.edx.org/learn/ecommerce,Digital Strategy and Action,https://www.edx.org/course/digital-strategy-and-action
1193,ecommerce,https://www.edx.org/learn/ecommerce,Marketing Innovative Products and Services,https://www.edx.org/course/marketing-innovative-products-and-services
1194,ecommerce,https://www.edx.org/learn/ecommerce,Thinking & Acting like an Entrepreneur,https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2
1195,ecommerce,https://www.edx.org/learn/ecommerce,Storytelling for Social Change,https://www.edx.org/course/storytelling-for-social-change
1196,ecommerce,https://www.edx.org/learn/ecommerce,Entrepreneurship 103: Show Me The Money,https://www.edx.org/course/entrepreneurship-103-show-me-the-money
1197,ecommerce,https://www.edx.org/learn/ecommerce,Digital Marketing and Customer Engagement,https://www.edx.org/professional-certificate/tecdemonterrey-digital-marketing-and-customer-engagement
1198,ecommerce,https://www.edx.org/learn/ecommerce,Digital Marketing Fundamentals,https://www.edx.org/professional-certificate/edinburghx-digital-marketing-fundamentals
1199,ecommerce,https://www.edx.org/learn/ecommerce,E-commerce logistics and Last Mile,https://www.edx.org/course/e-commerce-logistics-and-last-mile
1200,ecommerce,https://www.edx.org/learn/ecommerce,Fundamentals of Digital Marketing,https://www.edx.org/course/fundamentals-of-digital-marketing
1201,enterprise-sales,https://www.edx.org/learn/enterprise-sales,Enterprise Sales,https://www.edx.org/professional-certificate/queensx-enterprise-sales
1202,enterprise-sales,https://www.edx.org/learn/enterprise-sales,Enterprise Selling,https://www.edx.org/course/enterprise-selling
1203,enterprise-sales,https://www.edx.org/learn/enterprise-sales,Sales Enablement & Analytics,https://www.edx.org/course/sales-enablement-analytics
1204,enterprise-sales,https://www.edx.org/learn/enterprise-sales,Strategic Account Management,https://www.edx.org/course/strategic-account-management
1205,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurship 101: Who is your customer?,https://www.edx.org/course/entrepreneurship-101-who-is-your-customer
1206,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurship 102: What can you do for your customer?,https://www.edx.org/course/entrepreneurship-102-what-can-you-do-for-your-cust
1207,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurship 103: Show Me The Money,https://www.edx.org/course/entrepreneurship-103-show-me-the-money
1208,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Becoming an Entrepreneur,https://www.edx.org/course/becoming-an-entrepreneur
1209,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Innovation & Entrepreneurship,https://www.edx.org/micromasters/tecdemonterreyx-innovation-entrepreneurship
1210,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Innovation and Entrepreneurship,https://www.edx.org/professional-certificate/usmx-innovation-and-entrepreneurship
1211,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurial Opportunities,https://www.edx.org/course/entrepreneurial-opportunities
1212,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Business Principles and Entrepreneurial Thought,https://www.edx.org/xseries/business-principles-entrepreneurial-thought
1213,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurial Mindset and Leadership,https://www.edx.org/professional-certificate/babsonx-entrepreneurial-mindset-and-leadership
1214,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Applied Entrepreneurship: Scaling a Business for Success,https://www.edx.org/professional-certificate/umgc-usmx-applied-entrepreneurship-scaling-a-business-for-success
1215,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Family Businesses: Entrepreneurship and Leadership to Transcend,https://www.edx.org/professional-certificate/tecdemonterreyx-family-businesses-entrepreneurship-and-leadership-to-transcend
1216,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurship,https://www.edx.org/micromasters/iimbx-entrepreneurship
1217,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Thinking & Acting like an Entrepreneur,https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2
1218,entrepreneurship,https://www.edx.org/learn/entrepreneurship,DO Your Venture: Entrepreneurship For Everyone,https://www.edx.org/course/do-your-venture-entrepreneurship-for-everyone
1219,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Creativity & Entrepreneurship,https://www.edx.org/course/creativity-entrepreneurship
1220,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Entrepreneurship in Emerging Economies,https://www.edx.org/course/entrepreneurship-in-emerging-economies
1221,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Technology Entrepreneurship: Lab to Market,https://www.edx.org/course/technology-entrepreneurship-lab-to-market
1222,entrepreneurship,https://www.edx.org/learn/entrepreneurship,The Entrepreneurial Mindset,https://www.edx.org/course/the-entrepreneurial-mindset
1223,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Enabling Entrepreneurs to Shape a Better World,https://www.edx.org/course/enabling-entrepreneurs-to-shape-a-better-world-2
1224,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Disciplined Approach to Social Entrepreneurship,https://www.edx.org/course/disciplined-approach-to-social-entrepreneurship
1225,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Financing Innovative Ventures,https://www.edx.org/course/financing-innovative-ventures
1226,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Identifying Entrepreneurial Opportunities,https://www.edx.org/course/identifying-entrepreneurial-opportunities
1227,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Corporate Innovation,https://www.edx.org/micromasters/uqx-corporate-innovation
1228,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Managing Technology & Innovation: How to deal with disruptive change,https://www.edx.org/micromasters/rwthx-managing-technology-and-innovation-how-to-deal-with-disruptive-change
1229,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Launching New Ventures,https://www.edx.org/course/launching-new-ventures
1230,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Corporate Entrepreneurship,https://www.edx.org/course/corporate-entrepreneurship-2
1231,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Fundamentals of Entrepreneurship in the Family Business,https://www.edx.org/course/fundamentals-of-entrepreneurship-in-the-family-business
1232,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Find the right markets for your innovation - A tool for entrepreneurs and innovators for choosing which markets to play in.,https://www.edx.org/course/find-the-right-markets-for-your-innovation-a-tool
1233,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Understanding Venture Capitalists: How to Get Money for Your Start Up,https://www.edx.org/course/understanding-venture-capitalists-how-to-get-money
1234,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Getting a Good Deal: Negotiating Extractive Industry Contracts,https://www.edx.org/course/getting-a-good-deal-negotiating-extractive-industry-contracts
1235,entrepreneurship,https://www.edx.org/learn/entrepreneurship,Business Models for Technology Innovators,https://www.edx.org/course/business-models-for-technology-innovators
1236,finance,/learn/finance,,
1237,financial-accounting,/learn/financial-accounting,,
1238,financial-management,/learn/financial-management,,
1239,gender-equity,https://www.edx.org/learn/gender-equity,Doing Gender and Why it Matters,https://www.edx.org/course/doing-gender-and-why-it-matters
1240,gender-equity,https://www.edx.org/learn/gender-equity,Advancing Equity and Inclusion Through Gender Partnership,https://www.edx.org/course/gender-partnership
1241,gender-equity,https://www.edx.org/learn/gender-equity,"Race, Gender and Workplace Equity",https://www.edx.org/professional-certificate/catalystx-race-gender-and-workplace-equity
1242,growth-marketing,/learn/growth-marketing,,
1243,hospitality,https://www.edx.org/learn/hospitality,Managing Human Resources in the Hospitality and Tourism Industry,https://www.edx.org/course/managing-human-resources-in-the-hospitality-and-2
1244,hospitality,https://www.edx.org/learn/hospitality,Managing Marketing in the Hospitality and Tourism Industry,https://www.edx.org/course/managing-marketing-in-the-hospitality-and-touris-2
1245,hospitality,https://www.edx.org/learn/hospitality,Innovation and Technology Management in Tourism and Hospitality,https://www.edx.org/course/Innovation-and-Technology-Management-in-Tourism-and-Hospitality
1246,hospitality,https://www.edx.org/learn/hospitality,International Hospitality Management,https://www.edx.org/micromasters/hkpolyux-international-hospitality-management
1247,hospitality,https://www.edx.org/learn/hospitality,Tourism and Travel Management,https://www.edx.org/course/tourism-and-travel-management
1248,hospitality-management,/learn/hospitality-management,,
1249,ceo,/learn/ceo,,
1250,human-resources,/learn/human-resources,,
1251,innovation,https://www.edx.org/learn/innovation,Customer-Centric Innovation,https://www.edx.org/course/customer-centric-innovation
1252,innovation,https://www.edx.org/learn/innovation,Thinking & Acting like an Entrepreneur,https://www.edx.org/course/thinking-acting-like-an-entrepreneur-2
1253,innovation,https://www.edx.org/learn/innovation,Business Model  Innovation,https://www.edx.org/xseries/business-model-innovation
1254,innovation,https://www.edx.org/learn/innovation,Entrepreneurial Mindset and Leadership,https://www.edx.org/professional-certificate/babsonx-entrepreneurial-mindset-and-leadership
1255,innovation,https://www.edx.org/learn/innovation,Leading Innovation with Vijay Govindarajan,https://www.edx.org/professional-certificate/dartmouthx-leading-innovation-with-vijay-govindarajan
1256,innovation,https://www.edx.org/learn/innovation,Design Thinking,https://www.edx.org/micromasters/ritx-design-thinking
1257,innovation,https://www.edx.org/learn/innovation,Corporate Innovation,https://www.edx.org/micromasters/uqx-corporate-innovation
