,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
0,architecture-history,https://www.edx.org/learn/architecture-history,The Architectural Imagination,https://www.edx.org/course/the-architectural-imagination
1,architecture-history,https://www.edx.org/learn/architecture-history,Pyramids of Giza: Ancient Egyptian Art and Archaeology,https://www.edx.org/course/pyramids-of-giza-ancient-egyptian-art-and-archaeol
2,architecture-history,https://www.edx.org/learn/architecture-history,Japanese Architecture and Structural Design,https://www.edx.org/course/japanese-architecture-and-structural-design
3,architectural-restoration,https://www.edx.org/learn/architectural-restoration,The Architectural Imagination,https://www.edx.org/course/the-architectural-imagination
4,construction,https://www.edx.org/learn/construction,Sustainable Building Design,https://www.edx.org/course/environmental-technologies-in-buildings
5,construction,https://www.edx.org/learn/construction,e-Learning Course on Urban Rail Development,https://www.edx.org/course/e-learning-course-on-urban-rail-development
6,construction,https://www.edx.org/learn/construction,Managing Building Adaptation: A Sustainable Approach,https://www.edx.org/course/managing-building-adaptation-a-sustainable-appro-2
7,construction,https://www.edx.org/learn/construction,Energy Demand in Buildings,https://www.edx.org/course/energy-needs-in-buildings-2
8,dynamics,https://www.edx.org/learn/dynamics,Dynamics and Control,https://www.edx.org/course/dynamics-and-control
9,dynamics,https://www.edx.org/learn/dynamics,Neuronal Dynamics,https://www.edx.org/course/neuronal-dynamics
10,dynamics,https://www.edx.org/learn/dynamics,Advanced Fluid Mechanics 1: Fundamentals,https://www.edx.org/course/advanced-fluid-mechanics-1
11,dynamics,https://www.edx.org/learn/dynamics,Modeling and Simulation of Multibody Systems - Part I,https://www.edx.org/course/modeling-and-simulation-of-multibody-systems-part-i
12,history,/learn/history,,
13,housing,https://www.edx.org/learn/housing,Inclusive and Sustainable Cities,https://www.edx.org/professional-certificate/delftx-inclusive-and-sustainable-cities
14,housing,https://www.edx.org/learn/housing,"CitiesX: The Past, Present and Future of Urban Life",https://www.edx.org/course/citiesx-the-past-present-and-future-of-urban-life
15,housing,https://www.edx.org/learn/housing,Sustainable Cities,https://www.edx.org/course/sustainable-cities-2
16,housing,https://www.edx.org/learn/housing,Global Housing Design,https://www.edx.org/course/global-housing-design
17,housing,https://www.edx.org/learn/housing,Sustainable Construction Management,https://www.edx.org/course/sustainable-construction-management
18,housing,https://www.edx.org/learn/housing,Smart Cities for Sustainable Development,https://www.edx.org/course/smart-cities-for-sustainable-development-virtual-knowledge-exchange
19,housing,https://www.edx.org/learn/housing,"Urban Upgrading for Inclusion, Sustainability and Resilience in a time of Global Pandemics",https://www.edx.org/course/urban-upgrading-for-inclusion-sustainability-and-resilience-in-a-time-of-global-pandemics
20,housing,https://www.edx.org/learn/housing,Building expertise on developing sustainable and resilient infrastructure,https://www.edx.org/course/building-expertise-on-developing-sustainable-and-r
21,housing,https://www.edx.org/learn/housing,Managing Building Adaptation: A Sustainable Approach,https://www.edx.org/course/managing-building-adaptation-a-sustainable-appro-2
22,infrastructure,https://www.edx.org/learn/infrastructure,Cybersecurity for Critical Urban Infrastructure,https://www.edx.org/course/cybersecurity-clinic
23,infrastructure,https://www.edx.org/learn/infrastructure,"Smart Cities, Management of Smart Urban Infrastructures",https://www.edx.org/course/smart-cities-management-of-smart-urban-infrastru-2
24,infrastructure,https://www.edx.org/learn/infrastructure,Urban Infrastructure Management,https://www.edx.org/course/urban-infrastructure-management
25,infrastructure,https://www.edx.org/learn/infrastructure,Infrastructure Management for Public Libraries,https://www.edx.org/course/infrastructure-management-for-public-libraries
26,infrastructure,https://www.edx.org/learn/infrastructure,Introduction to Cloud Infrastructure Technologies,https://www.edx.org/course/introduction-to-cloud-infrastructure-technologies
27,infrastructure,https://www.edx.org/learn/infrastructure,Cloud Computing Infrastructure,https://www.edx.org/course/cloud-computing-infrastructure
28,infrastructure,https://www.edx.org/learn/infrastructure,Engineering Project Management: Mastering Project Complexity,https://www.edx.org/professional-certificate/delftx-management-of-engineering-projects-dealing-with-complexity
29,infrastructure,https://www.edx.org/learn/infrastructure,Sustainability in Architecture: An Interdisciplinary Introduction,https://www.edx.org/course/sustainability-in-architecture-an-interdisciplinar
30,infrastructure,https://www.edx.org/learn/infrastructure,Smart Grids: The Basics,https://www.edx.org/course/smart-grids-the-basics
31,infrastructure,https://www.edx.org/learn/infrastructure,"(Re)Imagining Port Cities: Understanding Space, Society and Culture",https://www.edx.org/course/port-cities-and-urban-deltas
32,physics,/learn/physics,,
33,railway-engineering,https://www.edx.org/learn/railway-engineering,Railway Engineering: An Integral Approach,https://www.edx.org/course/railway-engineering-an-integral-approach-2
34,railway-engineering,https://www.edx.org/learn/railway-engineering,Intro to Traffic Flow Modeling and Intelligent Transport Systems,https://www.edx.org/course/intro-to-traffic-flow-modeling-and-intelligent-tra
35,railway-engineering,https://www.edx.org/learn/railway-engineering,e-Learning Course on Urban Rail Development,https://www.edx.org/course/e-learning-course-on-urban-rail-development
36,religion,/learn/religion,,
37,steel,https://www.edx.org/learn/steel,Structural Design,https://www.edx.org/micromasters/structural-design
38,steel,https://www.edx.org/learn/steel,The Economics of Energy Transition,https://www.edx.org/professional-certificate/delftx-the-economics-of-energy-transition
39,transportation,https://www.edx.org/learn/transportation,e-Learning Course on Urban Rail Development,https://www.edx.org/course/e-learning-course-on-urban-rail-development
40,transportation,https://www.edx.org/learn/transportation,Intro to Traffic Flow Modeling and Intelligent Transport Systems,https://www.edx.org/course/intro-to-traffic-flow-modeling-and-intelligent-tra
41,transportation,https://www.edx.org/learn/transportation,Electric Cars: Introduction,https://www.edx.org/course/electric-cars-introduction
42,vernacular-architecture,https://www.edx.org/learn/vernacular-architecture,The Architectural Imagination,https://www.edx.org/course/the-architectural-imagination
43,world-history,/learn/world-history,,
44,animation,/learn/animation,,
45,architecture,/learn/architecture,,
46,architectural-restoration,https://www.edx.org/learn/architectural-restoration,The Architectural Imagination,https://www.edx.org/course/the-architectural-imagination
47,art-history,https://www.edx.org/learn/art-history,"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",https://www.edx.org/course/tangible-things-discovering-history-through-artwor
48,art-history,https://www.edx.org/learn/art-history,European Paintings: From Leonardo to Rembrandt to Goya,https://www.edx.org/course/european-paintings-from-leonardo-to-rembrandt-to-g
49,art-history,https://www.edx.org/learn/art-history,Japanese Books: From Manuscript to Print,https://www.edx.org/course/japanese-books-from-manuscript-to-print
50,art-history,https://www.edx.org/learn/art-history,The Rise of Superheroes and Their Impact On Pop Culture,https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu
51,art-history,https://www.edx.org/learn/art-history,"Hollywood: History, Industry, Art",https://www.edx.org/course/hollywood-history-industry-art
52,art-history,https://www.edx.org/learn/art-history,"Women Making History: Ten Objects, Many Stories",https://www.edx.org/course/women-making-history-ten-objects-many-stories
53,art-history,https://www.edx.org/learn/art-history,Reconceiving Space: Installation and Performance Art,https://www.edx.org/course/re-conceiving-space-installation-and-performance-art
54,art-history,https://www.edx.org/learn/art-history,Cosmopolitan Tang: Aristocratic Culture in China,https://www.edx.org/course/cosmopolitan-tang-aristocratic-culture-in-china
55,art-history,https://www.edx.org/learn/art-history,Reading Religious Conversion,https://www.edx.org/course/reading-religious-conversion
56,art-history,https://www.edx.org/learn/art-history,The Spain of Don Quixote,https://www.edx.org/course/the-spain-of-don-quixote
57,art-history,https://www.edx.org/learn/art-history,Noongar Language and Culture,https://www.edx.org/course/noongar-language-and-culture
58,art-history,https://www.edx.org/learn/art-history,Visualizing the Birth of Modern Tokyo,https://www.edx.org/course/visualizing-the-birth-of-modern-tokyo
59,art-history,https://www.edx.org/learn/art-history,Buddhism Through Its Scriptures,https://www.edx.org/course/buddhism-through-its-scriptures
60,art-history,https://www.edx.org/learn/art-history,Sikhism Through Its Scriptures,https://www.edx.org/course/sikhism-through-its-scriptures
61,art-history,https://www.edx.org/learn/art-history,World Music: Global Rhythms,https://www.edx.org/course/world-music-global-rhythms
62,blender,/learn/blender,,
63,cartography,https://www.edx.org/learn/cartography,Exploring Humans’ Space: An Introduction to Geographicity,https://www.edx.org/course/exploring-humans-space-an-introduction-to-geograph
64,cgi-animation,/learn/cgi-animation,,
65,counseling,/learn/counseling,,
66,creativity,https://www.edx.org/learn/creativity,Corporate Innovation,https://www.edx.org/micromasters/uqx-corporate-innovation
67,creativity,https://www.edx.org/learn/creativity,Design Thinking and Creativity for Innovation,https://www.edx.org/course/design-thinking-and-creativity-for-innovation
68,creativity,https://www.edx.org/learn/creativity,Creativity & Entrepreneurship,https://www.edx.org/course/creativity-entrepreneurship
69,creativity,https://www.edx.org/learn/creativity,Innovation and Creativity Management,https://www.edx.org/course/innovation-and-creativity-management
70,creativity,https://www.edx.org/learn/creativity,UX Design,https://www.edx.org/course/ux-design
71,creativity,https://www.edx.org/learn/creativity,Writing for Performance and the Entertainment Industries,https://www.edx.org/micromasters/writing-for-performance-and-the-entertainment-industries
72,creativity,https://www.edx.org/learn/creativity,Conquering Humor Fundamentals,https://www.edx.org/course/conquering-humor-fundamentals-2
73,creativity,https://www.edx.org/learn/creativity,Priming Your Remote Team for Humor,https://www.edx.org/course/priming-your-remote-team-for-humor-2
74,creativity,https://www.edx.org/learn/creativity,Making Remote Humor Stick,https://www.edx.org/course/making-remote-humor-stick-2
75,creativity,https://www.edx.org/learn/creativity,Organizational innovation and creativity,https://www.edx.org/course/organizational-innovation-and-creativity
76,culture,https://www.edx.org/learn/culture,"Let’s Get Principled:  Values, Culture & Intelligent Disobedience!",https://www.edx.org/course/lets-get-principled-values-culture-intelligent-disobedience
77,culture,https://www.edx.org/learn/culture,Creating and Sustaining an Innovation Culture,https://www.edx.org/course/creating-and-sustaining-an-innovation-culture
78,culture,https://www.edx.org/learn/culture,Italian Language and Culture: Beginner (2023-2024),https://www.edx.org/course/italian-language-and-culture-beginner-2023-2024
79,culture,https://www.edx.org/learn/culture,Italian Language and Culture: Intermediate (2023-2024),https://www.edx.org/course/italian-language-and-culture-intermediate-2023-2024
80,culture,https://www.edx.org/learn/culture,Italian Language and Culture: Advanced (2023-2024),https://www.edx.org/course/italian-language-and-culture-advanced-2023-2024
81,culture,https://www.edx.org/learn/culture,Ethical Decision-Making: Cultural and Environmental Impact,https://www.edx.org/course/ethical-decision-making-cultural-and-environmental-impact
82,culture,https://www.edx.org/learn/culture,Improving Your Business Through a Culture of Health,https://www.edx.org/course/improving-your-business-through-a-culture-of-healt
83,culture,https://www.edx.org/learn/culture,Noongar Language and Culture,https://www.edx.org/course/noongar-language-and-culture
84,culture,https://www.edx.org/learn/culture,Star Trek: Inspiring Culture and Technology,https://www.edx.org/xseries/smithsonianx-star-trek-inspiring-culture-and-technology
85,culture,https://www.edx.org/learn/culture,The Rise of Superheroes and Their Impact On Pop Culture,https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu
86,culture,https://www.edx.org/learn/culture,Culture and Law: The East Asian Perspective,https://www.edx.org/course/culture-and-law-the-east-asian-perspective
87,culture,https://www.edx.org/learn/culture,Cosmopolitan Tang: Aristocratic Culture in China,https://www.edx.org/course/cosmopolitan-tang-aristocratic-culture-in-china
88,culture,https://www.edx.org/learn/culture,"Human-Computer Interaction II: Cognition, Context & Culture",https://www.edx.org/course/human-computer-interaction-ii-cognition-context-cu
89,culture,https://www.edx.org/learn/culture,Invitation to The Tale of Genji: The Foundational Elements of Japanese Culture,https://www.edx.org/course/invitation-to-the-tale-of-genji
90,culture,https://www.edx.org/learn/culture,World Music: Global Rhythms,https://www.edx.org/course/world-music-global-rhythms
91,culture,https://www.edx.org/learn/culture,The Tabernacle in Word & Image: An Italian Jewish Manuscript Revealed,https://www.edx.org/course/the-tabernacle-in-word-image-an-italian-jewish-man
92,culture,https://www.edx.org/learn/culture,Friendship machine: forming a new type of human connections,https://www.edx.org/course/friendship-machine-forming-a-new-type-of-human-connections
93,design,/learn/design,,
94,digital-content-creation,/learn/digital-content-creation,,
95,drawing,/learn/drawing,,
96,film,https://www.edx.org/learn/film,Star Trek: Inspiring Culture and Technology,https://www.edx.org/xseries/smithsonianx-star-trek-inspiring-culture-and-technology
97,film,https://www.edx.org/learn/film,"Hollywood: History, Industry, Art",https://www.edx.org/course/hollywood-history-industry-art
98,film,https://www.edx.org/learn/film,Writing for Performance and the Entertainment Industries,https://www.edx.org/micromasters/writing-for-performance-and-the-entertainment-industries
99,fun,/learn/fun,,
100,humanities,/learn/humanities,,
101,memes,https://www.edx.org/learn/memes,Conquering Humor Fundamentals,https://www.edx.org/course/conquering-humor-fundamentals-2
102,memes,https://www.edx.org/learn/memes,Priming Your Remote Team for Humor,https://www.edx.org/course/priming-your-remote-team-for-humor-2
103,memes,https://www.edx.org/learn/memes,Making Remote Humor Stick,https://www.edx.org/course/making-remote-humor-stick-2
104,memes,https://www.edx.org/learn/memes,Remotely Humorous: Build Joyful and Resilient Virtual Teams with Humor,https://www.edx.org/professional-certificate/humorx-remotely-humorous
105,memes,https://www.edx.org/learn/memes,Friendship machine: forming a new type of human connections,https://www.edx.org/course/friendship-machine-forming-a-new-type-of-human-connections
106,music,/learn/music,,
107,music-arts,/learn/music-arts,,
108,music-theory,https://www.edx.org/learn/music-theory,Introduction To Music Theory,https://www.edx.org/course/introduction-to-music-theory-2
109,music-theory,https://www.edx.org/learn/music-theory,Artistic Research in Music – an Introduction,https://www.edx.org/course/artistic-research-in-music-an-introduction
110,music-theory,https://www.edx.org/learn/music-theory,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,https://www.edx.org/course/first-nights-berliozs-symphonie-fantastique-and-pr
111,music-theory,https://www.edx.org/learn/music-theory,First Nights - Handel's Messiah and Baroque Oratorio,https://www.edx.org/course/first-nights-handels-messiah-and-baroque-oratorio
112,music-theory,https://www.edx.org/learn/music-theory,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,https://www.edx.org/course/first-nights-monteverdis-lorfeo-and-the-birth-of-o
113,music-theory,https://www.edx.org/learn/music-theory,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.edx.org/course/19th-century-opera-meyerbeer-wagner-verdi
114,music-theory,https://www.edx.org/learn/music-theory,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,https://www.edx.org/course/first-nights-beethovens-9th-symphony-and-the-19th
115,music-theory,https://www.edx.org/learn/music-theory,Music Technology Foundations,https://www.edx.org/course/music-technology-foundations
116,music-theory,https://www.edx.org/learn/music-theory,Writing successfully for the Stage,https://www.edx.org/course/writing-successfully-for-the-stage
117,mythology,https://www.edx.org/learn/mythology,The Ancient Greek Hero,https://www.edx.org/course/the-ancient-greek-hero-2
118,mythology,https://www.edx.org/learn/mythology,The Medieval Icelandic Sagas,https://www.edx.org/course/the-medieval-icelandic-sagas-2
119,mythology,https://www.edx.org/learn/mythology,China’s Political and Intellectual Foundations: From Sage Kings to Confucius,https://www.edx.org/course/chinas-political-and-intellectual-foundations-fr-2
120,mythology,https://www.edx.org/learn/mythology,Invitation to The Tale of Genji: The Foundational Elements of Japanese Culture,https://www.edx.org/course/invitation-to-the-tale-of-genji
121,mythology,https://www.edx.org/learn/mythology,The Rise of Superheroes and Their Impact On Pop Culture,https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu
122,mythology,https://www.edx.org/learn/mythology,Pyramids of Giza: Ancient Egyptian Art and Archaeology,https://www.edx.org/course/pyramids-of-giza-ancient-egyptian-art-and-archaeol
123,mythology,https://www.edx.org/learn/mythology,Ancient Masterpieces of World Literature,https://www.edx.org/course/ancient-masterpieces-of-world-literature
124,mythology,https://www.edx.org/learn/mythology,Masterpieces of World Literature,https://www.edx.org/course/masterpieces-of-world-literature
125,mythology,https://www.edx.org/learn/mythology,Modern Masterpieces of World Literature,https://www.edx.org/course/modern-masterpieces-of-world-literature
126,mythology,https://www.edx.org/learn/mythology,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",https://www.edx.org/course/chinax-book-club-five-authors-five-books-five-views-of-china
127,popular-culture,https://www.edx.org/learn/popular-culture,The Rise of Superheroes and Their Impact On Pop Culture,https://www.edx.org/course/the-rise-of-superheroes-and-their-impact-on-pop-cu
128,popular-culture,https://www.edx.org/learn/popular-culture,"Hollywood: History, Industry, Art",https://www.edx.org/course/hollywood-history-industry-art
129,popular-culture,https://www.edx.org/learn/popular-culture,Star Trek: Inspiring Culture and Technology,https://www.edx.org/xseries/smithsonianx-star-trek-inspiring-culture-and-technology
130,popular-culture,https://www.edx.org/learn/popular-culture,Culture and Law: The East Asian Perspective,https://www.edx.org/course/culture-and-law-the-east-asian-perspective
131,popular-culture,https://www.edx.org/learn/popular-culture,Inspiring and Motivating Arts and Culture Teams,https://www.edx.org/course/inspiring-and-motivating-arts-and-culture-teams
132,popular-culture,https://www.edx.org/learn/popular-culture,Stand Up!; Comedy Writing and Performance Poetry,https://www.edx.org/course/stand-up-comedy-writing-and-performance-poetry
133,popular-culture,https://www.edx.org/learn/popular-culture,Friendship machine: forming a new type of human connections,https://www.edx.org/course/friendship-machine-forming-a-new-type-of-human-connections
134,procedural-modeling,https://www.edx.org/learn/procedural-modeling,NUS Spatial Computational Thinking,https://www.edx.org/professional-certificate/nus-spatial-computational-thinking2
135,procedural-modeling,https://www.edx.org/learn/procedural-modeling,Model-Based Systems Engineering - MBSE,https://www.edx.org/professional-certificate/israelx-model-based-systems-engineering
136,screenplays,https://www.edx.org/learn/screenplays,Capstone: Bringing it all together,https://www.edx.org/course/capstone-bringing-it-all-together-
137,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare's Hamlet: The Ghost,https://www.edx.org/course/shakespeares-hamlet-the-ghost
138,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare’s Othello: The Moor,https://www.edx.org/course/shakespeares-othello-the-moor
139,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare's The Merchant of Venice: Shylock,https://www.edx.org/course/shakespeares-merchant-of-venice-shylock
140,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare's Life and Work,https://www.edx.org/course/shakespeares-life-and-work
141,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare Matters,https://www.edx.org/course/shakespeare-matters
142,shakespeare,https://www.edx.org/learn/shakespeare,Shakespeare’s Outsiders,https://www.edx.org/xseries/harvardx-shakespeares-outsiders
143,shakespeare,https://www.edx.org/learn/shakespeare,AP® English Literature & Composition – Part 3: Plays,https://www.edx.org/course/ap-english-literature-composition-part-3-plays
144,shakespeare,https://www.edx.org/learn/shakespeare,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.edx.org/course/19th-century-opera-meyerbeer-wagner-verdi
145,vernacular-architecture,https://www.edx.org/learn/vernacular-architecture,The Architectural Imagination,https://www.edx.org/course/the-architectural-imagination
146,video-game-writing,https://www.edx.org/learn/video-game-writing,Writing for Video Games,https://www.edx.org/professional-certificate/ubcx-writing-for-video-games
147,video-game-writing,https://www.edx.org/learn/video-game-writing,Video Game Writing Essentials,https://www.edx.org/course/video-game-writing-and-development-essentials
148,video-game-writing,https://www.edx.org/learn/video-game-writing,Writing Video Game Characters,https://www.edx.org/course/writing-video-game-characters
149,video-game-writing,https://www.edx.org/learn/video-game-writing,Writing Video Game Scenes and Dialogue,https://www.edx.org/course/writing-video-game-dialogue-scenes-character-interactions
150,video-game-writing,https://www.edx.org/learn/video-game-writing,Worldbuilding for Video Games,https://www.edx.org/course/worldbuilding-for-video-games
151,video-game-writing,https://www.edx.org/learn/video-game-writing,Interactive Narrative,https://www.edx.org/course/interactive-narrative
152,video-game-writing,https://www.edx.org/learn/video-game-writing,Working as a Game Writer,https://www.edx.org/course/working-as-a-game-writer
153,animal-behavior,https://www.edx.org/learn/animal-behavior,Introduction to Animal Behaviour,https://www.edx.org/course/introduction-to-animal-behaviour
154,animal-behavior,https://www.edx.org/learn/animal-behavior,Evaluating Animal Breeding Programmes,https://www.edx.org/course/evaluating-animal-breeding-programmes-2
155,animal-behavior,https://www.edx.org/learn/animal-behavior,Animal Breeding and Genetics,https://www.edx.org/professional-certificate/wageningenx-animal-breeding-and-genetics
156,animal-breeding,https://www.edx.org/learn/animal-breeding,Evaluating Animal Breeding Programmes,https://www.edx.org/course/evaluating-animal-breeding-programmes-2
157,animal-breeding,https://www.edx.org/learn/animal-breeding,Genetic Models for Animal Breeding,https://www.edx.org/course/genetic-models-for-animal-breeding-2
158,animal-breeding,https://www.edx.org/learn/animal-breeding,Animal Breeding and Genetics,https://www.edx.org/professional-certificate/wageningenx-animal-breeding-and-genetics
159,biochemistry,/learn/biochemistry,,
160,bioelectricity,https://www.edx.org/learn/bioelectricity,Introduction to Bioconductor,https://www.edx.org/course/introduction-to-bioconductor-annotation-and-analys
161,bioelectricity,https://www.edx.org/learn/bioelectricity,Advanced Bioconductor,https://www.edx.org/course/advanced-bioconductor
162,bioelectricity,https://www.edx.org/learn/bioelectricity,Fundamentals of Neuroscience,https://www.edx.org/xseries/harvardx-fundamentals-of-neuroscience
163,bioinformatics,https://www.edx.org/learn/bioinformatics,"Principles, Statistical and Computational Tools for Reproducible Data Science",https://www.edx.org/course/principles-statistical-and-computational-tools-for
164,bioinformatics,https://www.edx.org/learn/bioinformatics,String Processing and Pattern Matching Algorithms,https://www.edx.org/course/string-processing-and-pattern-matching-algorithms
165,bioinformatics,https://www.edx.org/learn/bioinformatics,Master’s Degree in Data Science,https://www.edx.org/masters/online-master-data-science-utaustinx
166,bioinformatics,https://www.edx.org/learn/bioinformatics,How to analyze a microbiome,https://www.edx.org/course/how-to-analyze-a-microbiome
167,biomaterials,https://www.edx.org/learn/biomaterials,Digital Biomaterials,https://www.edx.org/course/digital-biomaterials
168,biomedical-imaging,https://www.edx.org/learn/biomedical-imaging,Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging
169,biomedical-imaging,https://www.edx.org/learn/biomedical-imaging,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",https://www.edx.org/course/fundamentals-of-biomedical-imaging-ultrasounds-x-r
170,biomedical-imaging,https://www.edx.org/learn/biomedical-imaging,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),https://www.edx.org/course/fundamentals-of-biomedical-imaging-magnetic-resona
171,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,Introduction to Biomedical Imaging,https://www.edx.org/course/introduction-to-biomedical-imaging
172,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,"Fundamentals of Biomedical Imaging: Ultrasounds, X-ray, positron emission tomography (PET) and applications",https://www.edx.org/course/fundamentals-of-biomedical-imaging-ultrasounds-x-r
173,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),https://www.edx.org/course/fundamentals-of-biomedical-imaging-magnetic-resona
174,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,Biospecimen Research Methods,https://www.edx.org/course/biospecimen-research-methods-6
175,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,CERTaIN: Knowledge Synthesis: Systematic Reviews and Clinical Decision Making,https://www.edx.org/course/certain-knowledge-synthesis-systematic-reviews-and
176,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,"Principles, Statistical and Computational Tools for Reproducible Data Science",https://www.edx.org/course/principles-statistical-and-computational-tools-for
177,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,Data Analysis for Life Sciences,https://www.edx.org/professional-certificate/harvardx-data-analysis-for-life-sciences
178,biomedical-sciences,https://www.edx.org/learn/biomedical-sciences,Data Analysis for Genomics,https://www.edx.org/professional-certificate/harvardx-data-analysis-for-genomics
179,biostatistics,/learn/biostatistics,,
180,biotechnology,https://www.edx.org/learn/biotechnology,Chemistry and Technology for Sustainability,https://www.edx.org/micromasters/wageningenx-chemistry-and-technology-for-sustainability
181,biotechnology,https://www.edx.org/learn/biotechnology,Industrial Biotechnology,https://www.edx.org/course/industrial-biotechnology-2
182,biotechnology,https://www.edx.org/learn/biotechnology,Beer: the science of brewing,https://www.edx.org/course/beer-the-science-of-brewing
183,cellular-biology,/learn/cellular-biology,,
184,diabetes,https://www.edx.org/learn/diabetes,"Nutrition, Heart Disease and Diabetes",https://www.edx.org/course/nutrition-heart-disease-and-diabetes
185,diabetes,https://www.edx.org/learn/diabetes,Nutrition and Disease,https://www.edx.org/professional-certificate/wageningenx-nutrition-diseases
186,diabetes,https://www.edx.org/learn/diabetes,Nutrition and Health: Human Microbiome,https://www.edx.org/course/nutrition-and-health-human-microbiome
187,diabetes,https://www.edx.org/learn/diabetes,Lifestyle Medicine Treatments of Chronic Disease – Part 1,https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-p
188,diabetes,https://www.edx.org/learn/diabetes,Food as Medicine: Preventing and Reversing Chronic Disease,https://www.edx.org/course/food-as-medicine-preventing-and-reversing-chronic-disease
189,diabetes,https://www.edx.org/learn/diabetes,Introduction to Lifestyle Medicine,https://www.edx.org/course/introduction-to-lifestyle-medicine
190,diabetes,https://www.edx.org/learn/diabetes,Introduction To Food & Health,https://www.edx.org/course/introduction-to-food-health
191,dinosaurs,https://www.edx.org/learn/dinosaurs,Dinosaur Ecosystems | 恐龙的生态系统 | Los Ecosistemas de los Dinosaurios,https://www.edx.org/course/dinosaur-ecosystems
192,dinosaurs,https://www.edx.org/learn/dinosaurs,"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",https://www.edx.org/course/tangible-things-discovering-history-through-artwor
193,disease,https://www.edx.org/learn/disease,Lifestyle Medicine: Improving the Future of Health Care,https://www.edx.org/professional-certificate/doanex-lifestyle-medicine-improving-the-future-of-health-care
194,disease,https://www.edx.org/learn/disease,Population Health: Disease Prevention and Management,https://www.edx.org/course/population-health-disease-prevention-and-managemen
195,disease,https://www.edx.org/learn/disease,Lifestyle Medicine Treatments of Chronic Disease – Part 2,https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-2
196,disease,https://www.edx.org/learn/disease,Epidemics IV,https://www.edx.org/course/epidemics-iv
197,disease,https://www.edx.org/learn/disease,Epidemics III,https://www.edx.org/course/epidemics-iii
198,disease,https://www.edx.org/learn/disease,Epidemics I,https://www.edx.org/course/epidemics-i
199,disease,https://www.edx.org/learn/disease,Mechanical Ventilation for COVID-19,https://www.edx.org/course/mechanical-ventilation-for-covid-19
200,disease,https://www.edx.org/learn/disease,Nutrition and Disease,https://www.edx.org/professional-certificate/wageningenx-nutrition-diseases
201,disease,https://www.edx.org/learn/disease,"Nutrition, Heart Disease and Diabetes",https://www.edx.org/course/nutrition-heart-disease-and-diabetes
202,disease,https://www.edx.org/learn/disease,Lifestyle Medicine Treatments of Chronic Disease – Part 1,https://www.edx.org/course/lifestyle-medicine-treatments-of-chronic-disease-p
203,disease,https://www.edx.org/learn/disease,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",https://www.edx.org/course/viruses-how-to-beat-them-cells-immunity-vaccines
204,disease,https://www.edx.org/learn/disease,Food as Medicine: Preventing and Reversing Chronic Disease,https://www.edx.org/course/food-as-medicine-preventing-and-reversing-chronic-disease
205,disease,https://www.edx.org/learn/disease,Drug Discovery & Medicinal Chemistry,https://www.edx.org/course/med-001
206,dog-behavior,https://www.edx.org/learn/dog-behavior,Animal Breeding and Genetics,https://www.edx.org/professional-certificate/wageningenx-animal-breeding-and-genetics
207,dna,https://www.edx.org/learn/dna,DNA: Biology’s Genetic Code,https://www.edx.org/course/dna-biologys-genetic-code
208,dna,https://www.edx.org/learn/dna,Introduction to Biology - The Secret of Life,https://www.edx.org/course/introduction-to-biology-the-secret-of-life-3
209,dna,https://www.edx.org/learn/dna,Proteins: Biology's Workforce,https://www.edx.org/course/proteins-biologys-workforce
